r,J_learned,J_learned_std,count,J_exact
1.9256242,1.5573017,0.22879573,205,-1.5446748
2.8412851,1.9745874,0.063141985,205,-1.1409422
3.3111047,2.1558804,0.04030855,205,-0.96066902
3.6486164,2.2769131,0.031914476,205,-0.83997496
3.9417083,2.3766534,0.028018232,204,-0.74038275
4.1889779,2.4574201,0.021978835,205,-0.65977156
4.4166911,2.5292041,0.017442982,205,-0.58807615
4.615508,2.5899965,0.017713946,205,-0.52733604
4.7997245,2.6448776,0.013641655,204,-0.47251064
4.982551,2.6980186,0.017115604,205,-0.41940844
5.1604173,2.7485199,0.012802772,205,-0.36893681
5.3146207,2.7914043,0.011604266,205,-0.32608606
5.4718403,2.8342829,0.013224053,205,-0.28322695
5.6294719,2.876485,0.011990845,204,-0.24106327
5.7820931,2.916591,0.010389563,205,-0.20098056
5.9245458,2.9534091,0.011408824,205,-0.16420191
6.0943272,2.9964723,0.01218225,205,-0.12113691
6.2476641,3.0347267,0.0096231682,204,-0.082936192
6.3826542,3.0678425,0.010212334,205,-0.049831674
6.5217671,3.1014954,0.0089018711,205,-0.016214438
6.6574422,3.1338016,0.010347237,205,0.016099561
6.8169417,3.1712432,0.010357687,205,0.053509868
6.9598165,3.204245,0.0085602338,204,0.086506988
7.0984737,3.2358394,0.0085880716,205,0.11808002
7.2446626,3.2686746,0.009717177,205,0.15090213
7.3951647,3.301978,0.010609108,205,0.18420767
7.5444064,3.3345546,0.0080484243,204,0.21676281
7.7156106,3.3713086,0.012220894,205,0.25354834
7.8865909,3.4075246,0.0099962485,205,0.28970689
8.0690953,3.4454767,0.011566345,205,0.32768532
8.2587205,3.4843084,0.011499242,205,0.36649305
8.4864888,3.5300712,0.014984369,204,0.41225966
8.7262864,3.5773106,0.012541513,205,0.45948293
8.9556516,3.6216377,0.013974286,205,0.50376705
9.2391947,3.6752239,0.016506502,205,0.55736646
9.5538994,3.7333393,0.017698429,204,0.6154415
9.9142871,3.7981091,0.020555096,205,0.68021163
10.383507,3.8797561,0.026569213,205,0.76192833
11.042003,3.9896982,0.036415305,205,0.87198669
12.463559,4.2074557,0.12991347,205,1.0932847
