index,eigenvalue
1,105.99054
2,84.769753
3,78.297839
4,10.281703
5,9.3135658
6,2.816527
7,2.3677129
8,2.1662797
9,2.0207107
10,1.9012165
11,1.2574832
12,1.0476798
13,0.94745932
14,0.86605503
15,0.81769145
16,0.75866274
17,0.70831028
18,0.47109763
19,0.43125488
20,0.24199667
21,0.19673228
22,0.1220147
23,0.077473465
24,0.067812549
25,0.060526934
26,0.05980851
27,0.050954305
28,0.049321695
29,0.045753564
30,0.041912928
31,0.0409819
32,0.037348093
33,0.034118986
34,0.031892052
35,0.030844789
36,0.028079749
37,0.026543562
38,0.02415431
39,0.022017692
40,0.020586265
41,0.018435569
42,0.01750521
43,0.015999769
44,0.015360697
45,0.014119789
46,0.012035587
47,0.011993354
48,0.011339361
49,0.010597648
50,0.009054479
51,0.0082099107
52,0.0072602986
53,0.0069231075
54,0.0067848031
55,0.0059113618
56,0.0056375969
57,0.0053734818
58,0.00466872
59,0.004283405
60,0.0040226179
61,0.0036025661
62,0.0033617189
63,0.0031944092
64,0.0031003323
65,0.0029281148
66,0.0026825411
67,0.0025616549
68,0.0023498912
69,0.0021247204
70,0.0020780131
71,0.0020350923
72,0.0019184696
73,0.001667051
74,0.0015222513
75,0.0014441006
76,0.0014147184
77,0.0013279204
78,0.0013049035
79,0.0012601619
80,0.001158521
81,0.0011164274
82,0.0010857772
83,0.001075418
84,0.00099486739
85,0.00098041705
86,0.00093401818
87,0.00089991689
88,0.00084335483
89,0.0007819571
90,0.00072488954
91,0.00072228149
92,0.00071143873
93,0.00064172603
94,0.00062533184
95,0.00060078941
96,0.00056158717
97,0.00054866736
98,0.00053209417
99,0.00051455111
100,0.00049259734
101,0.00048071293
102,0.00046567995
103,0.00045788594
104,0.00044354262
105,0.00042760345
106,0.00042367427
107,0.00039233519
108,0.00037174724
109,0.00035826504
110,0.00035741745
111,0.00034433071
112,0.00032870635
113,0.00032240778
114,0.00030453577
115,0.00030005239
116,0.00028963666
117,0.00028262167
118,0.00027395573
119,0.00026090126
120,0.0002496639
121,0.00024810503
122,0.00023063805
123,0.00022666879
124,0.00021872469
125,0.00020983369
126,0.00020030484
127,0.00019071899
128,0.00018606716
129,0.00018369811
130,0.00017613316
131,0.00017345653
132,0.00017152315
133,0.00016281596
134,0.00016053087
135,0.00015382579
136,0.00014537936
137,0.00014279899
138,0.00014120466
139,0.00013843783
140,0.00012934517
141,0.00012501344
142,0.00012282905
143,0.00011767298
144,0.00011316139
145,0.0001070742
146,0.00010476816
147,0.00010433971
148,9.9148193e-05
149,9.8683521e-05
150,9.5242275e-05
151,9.2636872e-05
152,9.2108986e-05
153,8.8357179e-05
154,8.6505335e-05
155,8.5623514e-05
156,8.4289784e-05
157,8.1094808e-05
158,8.014004e-05
159,7.5804744e-05
160,7.2831143e-05
161,7.2163279e-05
162,6.8797144e-05
163,6.6541748e-05
164,6.3647443e-05
165,6.3222918e-05
166,6.1710486e-05
167,6.1424778e-05
168,5.8459806e-05
169,5.7701648e-05
170,5.4712176e-05
171,5.4294486e-05
172,5.3810168e-05
173,5.0677231e-05
174,5.0503753e-05
175,4.9419686e-05
176,4.7086763e-05
177,4.6224459e-05
178,4.5349445e-05
179,4.4601292e-05
180,4.429098e-05
181,4.3499234e-05
182,4.196315e-05
183,4.0835352e-05
184,4.0418439e-05
185,3.878417e-05
186,3.8157698e-05
187,3.7455263e-05
188,3.6819802e-05
189,3.5430611e-05
190,3.4967332e-05
191,3.3244872e-05
192,3.1939198e-05
193,3.1653976e-05
194,3.0913475e-05
195,3.0326866e-05
196,2.9473863e-05
197,2.8967004e-05
198,2.8143164e-05
199,2.7706833e-05
200,2.6802846e-05
201,2.6618302e-05
202,2.6033158e-05
203,2.5354671e-05
204,2.4619074e-05
205,2.4210311e-05
206,2.3620373e-05
207,2.2980122e-05
208,2.2543204e-05
209,2.1856392e-05
210,2.1409224e-05
211,2.0978915e-05
212,2.0635333e-05
213,1.9860427e-05
214,1.9623411e-05
215,1.9292546e-05
216,1.8931529e-05
217,1.8382235e-05
218,1.8338291e-05
219,1.7787392e-05
220,1.7556761e-05
221,1.7094313e-05
222,1.6918255e-05
223,1.6732679e-05
224,1.6304979e-05
225,1.5721264e-05
226,1.4932294e-05
227,1.4671003e-05
228,1.4316115e-05
229,1.3979948e-05
230,1.3767456e-05
231,1.3306878e-05
232,1.3197552e-05
233,1.2954799e-05
234,1.2764153e-05
235,1.2383559e-05
236,1.1846839e-05
237,1.1643889e-05
238,1.1587529e-05
239,1.1248763e-05
240,1.1180473e-05
241,1.0890058e-05
242,1.0704336e-05
243,1.0335265e-05
244,1.0106297e-05
245,9.9415007e-06
246,9.800657e-06
247,9.5616446e-06
248,9.2190547e-06
249,9.1259865e-06
250,9.0316522e-06
251,8.7502546e-06
252,8.6272909e-06
253,8.4976452e-06
254,8.3188342e-06
255,8.3042974e-06
256,8.1238551e-06
257,7.8446589e-06
258,7.7623552e-06
259,7.5803112e-06
260,7.5039141e-06
261,7.2578518e-06
262,7.1908197e-06
263,7.0105125e-06
264,6.9820971e-06
265,6.8121877e-06
266,6.6618478e-06
267,6.4855206e-06
268,6.4346861e-06
269,6.241078e-06
270,6.0822925e-06
271,6.0556691e-06
272,5.9637904e-06
273,5.8837075e-06
274,5.8607061e-06
275,5.7297581e-06
276,5.6049758e-06
277,5.5591764e-06
278,5.4369316e-06
279,5.3538672e-06
280,5.3401711e-06
281,5.0821524e-06
282,5.0629415e-06
283,4.8649726e-06
284,4.8293763e-06
285,4.7574965e-06
286,4.6774254e-06
287,4.5945067e-06
288,4.5575874e-06
289,4.4330644e-06
290,4.3980288e-06
291,4.3228835e-06
292,4.2555383e-06
293,4.20643e-06
294,4.1772754e-06
295,4.131144e-06
296,3.9442904e-06
297,3.8766634e-06
298,3.7839087e-06
299,3.7117303e-06
300,3.6365653e-06
301,3.5780237e-06
302,3.5619953e-06
303,3.4747142e-06
304,3.4320607e-06
305,3.3840049e-06
306,3.3177986e-06
307,3.2771398e-06
308,3.2293969e-06
309,3.1557533e-06
310,3.0944406e-06
311,3.0552022e-06
312,2.9926629e-06
313,2.9403172e-06
314,2.9027888e-06
315,2.8631987e-06
316,2.7946703e-06
317,2.7552252e-06
318,2.7134153e-06
319,2.7019543e-06
320,2.6687753e-06
321,2.6172981e-06
322,2.5962074e-06
323,2.5640019e-06
324,2.5550308e-06
325,2.4920531e-06
326,2.4705983e-06
327,2.4188913e-06
328,2.3876505e-06
329,2.2890459e-06
330,2.2352761e-06
331,2.1989254e-06
332,2.1732689e-06
333,2.1495524e-06
334,2.0873654e-06
335,2.0341316e-06
336,2.0177956e-06
337,2.0075593e-06
338,1.9575184e-06
339,1.9250384e-06
340,1.9024198e-06
341,1.8799052e-06
342,1.8745442e-06
343,1.8133506e-06
344,1.7914432e-06
345,1.7547922e-06
346,1.7434493e-06
347,1.7178746e-06
348,1.6992401e-06
349,1.6537208e-06
350,1.630508e-06
351,1.6156821e-06
352,1.610139e-06
353,1.576133e-06
354,1.5462566e-06
355,1.5440164e-06
356,1.5025295e-06
357,1.461327e-06
358,1.4424003e-06
359,1.4341289e-06
360,1.4139388e-06
361,1.3881554e-06
362,1.3710796e-06
363,1.3605112e-06
364,1.3374711e-06
365,1.3093359e-06
366,1.3054435e-06
367,1.287542e-06
368,1.2665371e-06
369,1.2531178e-06
370,1.2395653e-06
371,1.2328337e-06
372,1.2034736e-06
373,1.1876966e-06
374,1.1686447e-06
375,1.1602093e-06
376,1.1503577e-06
377,1.1176872e-06
378,1.0896902e-06
379,1.0878852e-06
380,1.0690554e-06
381,1.050754e-06
382,1.0351599e-06
383,1.0138942e-06
384,9.9859558e-07
385,9.857324e-07
386,9.7927148e-07
387,9.6813822e-07
388,9.528988e-07
389,9.489744e-07
390,9.3968382e-07
391,9.2278453e-07
392,9.1793159e-07
393,8.9448464e-07
394,8.8478242e-07
395,8.7077144e-07
396,8.6006498e-07
397,8.4639895e-07
398,8.3725081e-07
399,8.3243985e-07
400,8.1635541e-07
401,8.0546519e-07
402,7.9187858e-07
403,7.7752987e-07
404,7.6051467e-07
405,7.4657364e-07
406,7.3962283e-07
407,7.3146486e-07
408,7.1777235e-07
409,7.0585072e-07
410,6.9357604e-07
411,6.848749e-07
412,6.8154616e-07
413,6.8126973e-07
414,6.7213173e-07
415,6.6270677e-07
416,6.5693624e-07
417,6.4112286e-07
418,6.3097288e-07
419,6.2388165e-07
420,6.197673e-07
421,6.1531075e-07
422,6.054728e-07
423,6.0236664e-07
424,5.9416283e-07
425,5.8973675e-07
426,5.8392508e-07
427,5.7152397e-07
428,5.6170779e-07
429,5.5742847e-07
430,5.4696234e-07
431,5.4168536e-07
432,5.3470364e-07
433,5.27041e-07
434,5.2545385e-07
435,5.222041e-07
436,5.0935198e-07
437,4.9513324e-07
438,4.9023958e-07
439,4.8589451e-07
440,4.8122262e-07
441,4.7398122e-07
442,4.678421e-07
443,4.6217878e-07
444,4.5745725e-07
445,4.507174e-07
446,4.4622734e-07
447,4.4416312e-07
448,4.3441551e-07
449,4.3056905e-07
450,4.2836588e-07
451,4.2274897e-07
452,4.1528284e-07
453,4.0902891e-07
454,4.0401816e-07
455,3.965536e-07
456,3.9452663e-07
457,3.861292e-07
458,3.8264164e-07
459,3.7744601e-07
460,3.7184302e-07
461,3.6705866e-07
462,3.6488829e-07
463,3.6147577e-07
464,3.5631385e-07
465,3.5271439e-07
466,3.4992546e-07
467,3.4584997e-07
468,3.4062708e-07
469,3.3737868e-07
470,3.2946173e-07
471,3.2423314e-07
472,3.2248246e-07
473,3.1886971e-07
474,3.1397712e-07
475,3.087569e-07
476,3.0362968e-07
477,3.0196307e-07
478,2.9775211e-07
479,2.9417256e-07
480,2.9359613e-07
481,2.9111182e-07
482,2.8661248e-07
483,2.8338035e-07
484,2.781043e-07
485,2.7505053e-07
486,2.7275047e-07
487,2.6733683e-07
488,2.6518238e-07
489,2.6296361e-07
490,2.5860411e-07
491,2.5765504e-07
492,2.5465994e-07
493,2.5234625e-07
494,2.4803489e-07
495,2.4178377e-07
496,2.3944591e-07
497,2.3792645e-07
498,2.3432123e-07
499,2.3400935e-07
500,2.3087832e-07
501,2.2951045e-07
502,2.2593382e-07
503,2.2419592e-07
504,2.2105518e-07
505,2.1723677e-07
506,2.1594421e-07
507,2.1246218e-07
508,2.1125318e-07
509,2.1016325e-07
510,2.096818e-07
511,2.0618417e-07
512,2.0194098e-07
513,1.9987298e-07
514,1.9679625e-07
515,1.9606406e-07
516,1.9468086e-07
517,1.9365667e-07
518,1.9013396e-07
519,1.8838663e-07
520,1.8680493e-07
521,1.8495786e-07
522,1.8247945e-07
523,1.8164755e-07
524,1.7849095e-07
525,1.7661772e-07
526,1.7363269e-07
527,1.7331457e-07
528,1.7113077e-07
529,1.6916186e-07
530,1.6572436e-07
531,1.6392985e-07
532,1.607217e-07
533,1.6004234e-07
534,1.569907e-07
535,1.5640263e-07
536,1.5592721e-07
537,1.5424954e-07
538,1.5347349e-07
539,1.4989031e-07
540,1.4850574e-07
541,1.4673684e-07
542,1.4515048e-07
543,1.4425194e-07
544,1.4395843e-07
545,1.4290272e-07
546,1.3807402e-07
547,1.3774535e-07
548,1.3632136e-07
549,1.3548505e-07
550,1.3248739e-07
551,1.3219375e-07
552,1.2948838e-07
553,1.2883753e-07
554,1.2776669e-07
555,1.2614912e-07
556,1.2527397e-07
557,1.234439e-07
558,1.2198066e-07
559,1.214622e-07
560,1.1921049e-07
561,1.1762775e-07
562,1.1669595e-07
563,1.1610817e-07
564,1.1495487e-07
565,1.1339622e-07
566,1.1215706e-07
567,1.1136014e-07
568,1.0983059e-07
569,1.0848891e-07
570,1.0817362e-07
571,1.0699459e-07
572,1.0670045e-07
573,1.0469906e-07
574,1.0459246e-07
575,1.0287785e-07
576,1.0163983e-07
577,1.0088012e-07
578,1.0034424e-07
579,9.8967468e-08
580,9.8458235e-08
581,9.6966592e-08
582,9.5944045e-08
583,9.5571294e-08
584,9.454378e-08
585,9.3264312e-08
586,9.3021164e-08
587,9.2080258e-08
588,9.1212151e-08
589,9.0382843e-08
590,8.9517869e-08
591,8.8970211e-08
