step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
31,0.9443998,0.081426076,5.2776433e+11,3.9085079,1023
78,0.91288171,0.037300749,8.2268463e+11,3.7674491,1023
198,0.89147577,0.086864694,8.0979367e+11,3.7543541,1023
500,0.88304254,0.10036274,5.4247575e+11,3.8418166,1023
820,0.79441084,0.036626807,9.9978326e+11,3.8491677,1577
