step,E_raw,E_clip,stderr,var
75,3.0057536,3.004548,0.0025916327,0.005562545
159,3.0003642,2.9980655,0.001960496,0.0057836505
335,3.001221,3.0002022,0.0017033638,0.0037691563
709,3.0006878,2.9983913,0.001784096,0.003712369
1500,3.0025213,2.9997017,0.0019840333,0.0043044783
