r,J_learned,J_learned_std,count,J_exact
0.29416675,0.23751824,0.068597858,205,-0.69921271
0.49432097,0.37807671,0.02692848,205,-0.55540786
0.61874256,0.45942066,0.019281241,205,-0.47543011
0.71233364,0.51722863,0.015916552,205,-0.4192226
0.79420188,0.56484561,0.012834844,204,-0.37251945
0.86197673,0.60230419,0.011861813,205,-0.33544106
0.93034735,0.63887091,0.011508474,205,-0.29937975
0.98934946,0.66778415,0.010308254,205,-0.26927206
1.0466091,0.69730046,0.010494492,204,-0.24089539
1.1049526,0.72507216,0.0095672751,205,-0.21278678
1.1531112,0.74751542,0.0094762697,205,-0.19016589
1.1990512,0.7688171,0.010137532,205,-0.16905371
1.2439054,0.78910556,0.010584977,205,-0.14886191
1.287238,0.80745354,0.0099450641,204,-0.12973473
1.3358123,0.82893969,0.010536407,205,-0.10872001
1.3801055,0.84640066,0.01055727,205,-0.089934914
1.4302046,0.86647267,0.011778157,205,-0.069104274
1.4806986,0.88808572,0.01088719,204,-0.048539518
1.5350987,0.9099425,0.01190486,205,-0.026847166
1.5803338,0.9286066,0.012499032,205,-0.0091609523
1.6278276,0.94776579,0.013095998,205,0.0090777905
1.6726073,0.96387168,0.012791731,205,0.025974763
1.7191522,0.98238263,0.014778724,204,0.043240405
1.7661084,1.0006823,0.014275462,205,0.060361685
1.813008,1.0155436,0.015107085,205,0.077174644
1.8644141,1.0333774,0.016415141,205,0.095284095
1.9148911,1.053589,0.015965485,204,0.11275272
1.9652232,1.0706731,0.016881501,205,0.12987256
2.0153966,1.0858974,0.018904038,205,0.14665162
2.076637,1.1050424,0.020780443,205,0.1667574
2.1371137,1.1251816,0.020371756,205,0.18622343
2.2061359,1.14906,0.022911717,204,0.20798668
2.2773339,1.1689981,0.022411955,205,0.22995052
2.3588901,1.1968389,0.023950085,205,0.25453086
2.4484453,1.2206558,0.02673735,205,0.28084376
2.546462,1.2468406,0.030530547,204,0.30887074
2.6483033,1.2821039,0.030377394,205,0.33718246
2.8036467,1.3241348,0.038471858,205,0.3788805
3.0131094,1.3709125,0.047167659,205,0.43248658
3.4768087,1.4819073,0.083014183,205,0.54183066
