r,J_learned,J_learned_std,count
2.5124084,39.572437,1.7365623,3072
3.6209507,39.968192,1.7357124,3072
4.2277315,40.104075,1.7412349,3072
4.6882228,40.285914,1.7841635,3072
5.0693899,40.301817,1.8040158,3072
5.4127494,40.356362,1.8178977,3072
5.7355458,40.448554,1.8044563,3072
6.0316093,40.394423,1.8386547,3072
6.3148035,40.508418,1.79758,3072
6.5788457,40.482593,1.8237775,3072
6.8346966,40.447476,1.8331623,3072
7.09306,40.515212,1.8214207,3072
7.3482455,40.548837,1.8275205,3072
7.5991515,40.561991,1.7936469,3072
7.848671,40.513747,1.7992945,3072
8.0890558,40.640234,1.7910074,3072
8.3294828,40.63556,1.8234506,3072
8.5671087,40.590858,1.8251142,3072
8.8059386,40.668992,1.7750095,3072
9.0460218,40.646078,1.7696393,3072
9.2887667,40.677037,1.7569948,3072
9.5333444,40.66509,1.7920029,3072
9.7801096,40.696717,1.774098,3072
10.029182,40.737162,1.7746068,3072
10.284965,40.740381,1.7669127,3072
10.54113,40.802861,1.7057234,3072
10.806343,40.802278,1.7519658,3072
11.07851,40.848066,1.7000668,3072
11.353682,40.926779,1.700321,3072
11.644347,40.928786,1.7311921,3072
11.948428,41.027215,1.7393488,3072
12.273589,41.050432,1.6985704,3072
12.615529,41.086926,1.6328364,3072
12.993223,41.166099,1.6421558,3072
13.408879,41.249888,1.6199504,3072
13.864186,41.388195,1.622944,3072
14.406426,41.500797,1.5733477,3072
15.053061,41.706036,1.5540324,3072
15.933114,41.946513,1.4869481,3072
17.812602,42.546548,1.4580258,3072
