r,top0,top1,top2,bot0,bot1,bot2
0.28593532,0.017543425,-0.0078273404,-0.00083092796,-0.00013092325,-0.00075508661,-0.00016754512
0.47870193,0.014347281,-0.0066175475,9.309003e-05,0.0014780028,0.0022138772,-0.0010527319
0.60038215,0.015973026,-0.0089237469,0.0023693238,-0.0013147801,-0.0020192195,0.0029175763
0.67704023,0.0099477982,-0.0030084886,0.00049588885,-0.00074266896,-0.0019091176,0.0011724708
0.74626038,0.017349313,-0.0027062456,-0.0013360822,-0.0025939091,0.0020035082,-0.0018352301
0.8124333,0.0070337657,-0.0040537775,0.0014692608,-0.0021868067,0.0024393722,-8.0645553e-06
0.87495183,0.016427956,-2.2687859e-05,0.007159797,0.0064749526,0.0001551663,-0.0026668467
0.92036115,0.011545448,2.5615621e-05,0.0047334856,0.00036217203,-0.0025677821,-0.0042816416
0.96031094,0.0070003686,-0.0018619141,-0.0029803503,0.0048517813,-0.0016188513,0.001461165
1.0044361,0.0051303765,-0.0032182135,0.0044592411,-0.0013024431,0.0035003543,-0.00025926077
1.0416522,0.0051901698,-0.0054999424,-0.0030752082,-0.0029102648,-0.0013744904,0.0011790397
1.0783371,0.0050661275,-0.00053663943,-0.00074296673,-0.0064478126,0.0022597802,0.0031021532
1.1214913,0.0024509365,-0.0044829477,-0.0013973877,4.0515438e-05,0.00080185325,0.0037280191
1.1598744,0.0070161565,0.00080018004,-0.0020589592,-0.0051535039,-0.0043747242,-0.00058424957
1.1903531,0.012482342,-0.0035116804,0.0010330678,-0.0032879055,0.00070136388,-0.00068629431
1.2301982,0.0053798799,-0.0038626361,0.00014409268,0.0057805769,-0.00063886853,0.0013382692
1.2723281,0.0027658166,0.0047916267,-0.0020919604,-0.00071479437,-0.0055057041,-0.0030468625
1.3143209,0.0046935595,0.0021492787,0.0024198239,0.008203989,0.006323889,-0.0061394599
1.3538234,0.0054201545,0.003760258,-0.003054672,0.0015888026,0.0055992712,0.0070131307
1.390967,-0.0050746362,-0.00047556874,-3.4670862e-05,0.0038283136,-0.0026603128,-0.0016378092
1.4368373,-0.0056036391,0.0067264443,-0.0041059339,0.0047540124,-0.0066454707,-0.00071136633
1.4780562,-0.0095433687,0.004390825,-0.003098139,-0.002288346,-0.0042483069,-0.00032141424
1.5261724,-0.013139846,0.00060377824,-0.0037104287,0.0050514437,0.00076432468,-0.0033157283
1.5742575,-0.0093825973,0.00050574885,0.008537569,-0.0015645699,0.0011390842,-0.0047712778
1.6295189,-0.012248329,0.0030693657,-0.0045169208,-0.0080499597,0.0012556788,0.0086876477
1.6812471,-0.019209025,0.00012835227,0.0067084762,-0.0089453548,0.0032330804,-0.0022046699
1.7533918,-0.017330105,0.0048356624,-0.0018992085,-0.0017238608,0.003836046,-1.547318e-05
1.8358971,-0.02497757,0.0098352013,0.00042757233,0.00095801271,-0.0039537384,-0.00084571098
1.9371052,-0.022566084,0.003466157,-0.00066617707,-0.00022055015,-0.00065668578,0.0046878492
2.1787594,-0.03360996,0.011405161,-0.0043143336,0.0060880081,0.0025140439,-0.0010406596
