r,J_learned,J_learned_std,count,J_exact
1.8904211,1.4140972,0.24523097,205,-1.582082
2.793111,1.8130154,0.067488601,205,-1.1804958
3.2769115,1.9961319,0.04117601,205,-0.99345205
3.6402048,2.1234706,0.039053379,205,-0.8630693
3.9382927,2.2270096,0.025082691,204,-0.76168464
4.1942141,2.3083404,0.024335039,205,-0.67826357
4.4241327,2.3805853,0.020476027,205,-0.60593948
4.6320301,2.4417269,0.020056383,205,-0.5425302
4.8142176,2.4965202,0.018718294,204,-0.48842166
5.0172538,2.5566457,0.020918335,205,-0.42963807
5.2031005,2.608886,0.017456299,205,-0.37716048
5.3744628,2.656382,0.01738994,205,-0.32984303
5.5411977,2.7015539,0.01810366,205,-0.28474459
5.696476,2.7417306,0.017497263,204,-0.24354525
5.8522361,2.7815206,0.017591458,205,-0.20296312
6.0106292,2.8207871,0.016287365,205,-0.16243147
6.151311,2.857884,0.018354214,205,-0.12703239
6.306278,2.894939,0.016710221,204,-0.088669732
6.4514359,2.9310725,0.016679913,205,-0.053315281
6.5994869,2.9667554,0.016898683,205,-0.017814836
6.7498293,3.0017624,0.016539747,205,0.01767637
6.9052927,3.0375899,0.017302895,205,0.053803672
7.0535755,3.0741152,0.017950317,204,0.087736919
7.1900173,3.1056148,0.016864339,205,0.1185211
7.3575615,3.1392503,0.017604813,205,0.15576427
7.5313119,3.1788831,0.017915389,205,0.19375759
7.7025254,3.2157738,0.018522145,204,0.23059026
7.8760861,3.2514902,0.018690345,205,0.26733442
8.0710305,3.2937271,0.020057177,205,0.30791743
8.2459065,3.3302649,0.019029297,205,0.34372382
8.436809,3.3700034,0.019203454,205,0.38218709
8.6520558,3.4140451,0.01932971,204,0.4248003
8.8737848,3.4568381,0.022804869,205,0.46789062
9.1475321,3.508829,0.02328345,205,0.52000698
9.4307097,3.5624248,0.024364184,205,0.57271373
9.7303055,3.6187002,0.023207191,204,0.62720396
10.108719,3.6887117,0.029820882,205,0.69425383
10.535462,3.7621774,0.032953,205,0.76762249
11.172899,3.867919,0.044272288,205,0.87309281
12.631347,4.094443,0.13457637,205,1.0979124
