step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
41,1,0.076682324,64253203,2.3219401,1023
78,1,0.085655756,86844167,2.1138291,1023
147,1,0.067559653,43693322,2.3094655,1023
279,1,0.1665641,43773984,2.5579018,1023
528,1,0.18586779,22400572,2.4392018,1023
1000,1,0.14053833,21242783,2.3499842,1023
1450,1,0.069120999,1.4501512e+08,2.7203762,2047
