step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
125,1,0.052665096,1.4549767e+09,1.1877333,511
236,1,0.17619626,1.8178856e+09,1.1714213,511
446,1,0.050837188,1.6293815e+08,1.2067348,511
841,1,0.093748971,67982939,1.1685614,511
1589,1,0.066980546,19541764,1.2454135,511
3000,1,0.07621917,7552870.5,1.233525,511
5000,1,0.061293386,31410448,1.462002,1023
