step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
75,0.99819374,0.23184978,9.7685411e+11,2.1562452,837
159,0.99739779,0.25197478,9.9759461e+11,2.126525,849
335,0.99883461,0.23929604,9.942047e+11,2.1048334,845
709,0.99996148,0.23939635,9.7737819e+11,2.0201084,831
1500,0.99998418,0.28486413,9.9870414e+11,2.0369706,830
