step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
75,0.98852943,0.49954675,9.6340223e+11,1.541484,694
159,0.99988673,0.17905484,9.8961392e+11,2.0131534,699
335,0.99992733,0.17249819,9.9392675e+11,2.6784781,682
709,0.99993006,0.18571329,9.5981241e+11,1.5981578,788
1500,0.99999662,0.9429385,9.7436182e+11,1.0938,246
