step,E_raw,E_clip,stderr,var
87,3.6071627,3.6070344,0.0034448267,0.015741984
220,3.6209509,3.6205365,0.0047583618,0.025421849
555,3.5931343,3.5930394,0.0026820213,0.013289935
1400,3.6009178,3.6006058,0.0045023726,0.016663786
1700,3.601182,3.5998951,0.0019012787,0.019985045
