r,J_learned,J_learned_std,count
2.3940341,22.51569,1.7730974,3072
3.439789,23.064555,1.8054537,3072
4.0062735,23.294207,1.865297,3072
4.4203977,23.452748,1.8487175,3072
4.7867141,23.540806,1.860755,3072
5.1151588,23.663387,1.8903834,3072
5.4226362,23.676469,1.8865777,3072
5.7036949,23.741676,1.9252949,3072
5.9680838,23.751027,1.9750689,3072
6.2243592,23.819168,1.984597,3072
6.4733242,23.784096,1.9723711,3072
6.7219561,23.829883,1.982813,3072
6.9604434,23.852787,1.9713666,3072
7.1959705,23.843383,1.9670622,3072
7.4282266,23.87137,2.0033321,3072
7.662703,23.920028,1.9574085,3072
7.9010623,23.853691,2.0033706,3072
8.1434811,23.915182,1.9504296,3072
8.3769821,23.906449,1.9424052,3072
8.6146885,23.877013,1.948237,3072
8.8597709,23.978266,1.9485059,3072
9.1084065,23.979552,1.962101,3072
9.3590602,24.01263,1.9213062,3072
9.6170159,24.105229,1.9560802,3072
9.8876601,24.05131,1.9298694,3072
10.163975,24.128326,1.889985,3072
10.446645,24.134852,1.8735332,3072
10.732467,24.151288,1.8810218,3072
11.029123,24.219018,1.8849457,3072
11.344297,24.257041,1.8425122,3072
11.668483,24.314095,1.8664056,3072
12.010597,24.367455,1.8441433,3072
12.376415,24.474755,1.8229771,3072
12.776119,24.538572,1.8042093,3072
13.22471,24.632276,1.7394906,3072
13.714549,24.746173,1.751895,3072
14.278327,24.997772,1.712216,3072
14.984918,25.188113,1.6926805,3072
15.988927,25.50339,1.6467747,3072
18.044397,26.270136,1.6564311,3072
