step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
87,0.99002495,0.44646739,2.5890038e+11,1.3103261,1023
220,0.99673042,0.49472402,1.1418564e+11,1.2833176,1023
555,0.99141093,0.14784806,1.772147e+11,1.4851378,1023
1400,0.98125767,0.2290125,9.9351289e+11,1.4782189,1023
1700,0.98578908,0.11078132,9.9588892e+11,1.5199139,1407
