step,E_raw,E_clip,stderr,var
62,3.5591216,3.5592098,0.0017741181,0.0021324527
117,3.5576064,3.5576299,0.0021526602,0.0023412611
222,3.5632288,3.5632288,0.0027416971,0.0021920453
419,3.5527315,3.5540195,0.0019249993,0.0019305272
793,3.5557684,3.5558966,0.0018769956,0.0018412861
1500,3.556521,3.5558579,0.0015766212,0.0015289095
3000,3.5540125,3.55432,0.00058724555,0.0011410405
