r,J_learned,J_learned_std,count,J_exact
1.972577,1.5699843,0.26726586,205,-1.5361951
2.9153319,1.9974686,0.063952387,205,-1.125775
3.3589748,2.1666114,0.039990938,205,-0.9574176
3.7057111,2.2898105,0.033271775,205,-0.83449752
3.9961073,2.3878314,0.022422457,204,-0.73667695
4.2205387,2.4605908,0.020565121,205,-0.66397967
4.4318024,2.5269052,0.019219874,205,-0.59768639
4.642481,2.5911788,0.017657132,205,-0.53350917
4.8147418,2.6424068,0.014448136,204,-0.48238675
4.9835094,2.6913625,0.014287821,205,-0.43341958
5.1568256,2.7405795,0.015237057,205,-0.38423093
5.3338396,2.7897829,0.013133015,205,-0.33508874
5.4889274,2.8320098,0.012054359,205,-0.29290411
5.6494452,2.8748918,0.011830643,204,-0.25006303
5.8060896,2.9159759,0.01170704,205,-0.20902907
5.9689916,2.9578823,0.01148817,205,-0.16713476
6.1266083,2.9977703,0.012160544,205,-0.12732712
6.2718723,3.0338629,0.010776319,204,-0.091249905
6.4205732,3.070201,0.01035151,205,-0.054905072
6.5802371,3.1086837,0.010386876,205,-0.016518309
6.7193174,3.141572,0.0099900706,205,0.016399184
6.8730531,3.1774105,0.010531283,205,0.052239705
7.0135176,3.2097592,0.008554851,204,0.084500751
7.1560112,3.24197,0.0099781338,205,0.1167684
7.3237131,3.2794887,0.010352481,205,0.15416995
7.4706981,3.3117597,0.010183191,205,0.18645591
7.6308926,3.3464925,0.0096333838,204,0.22113306
7.7859738,3.3795718,0.01078377,205,0.2542114
7.9622116,3.4166239,0.010840951,205,0.29123322
8.1506378,3.4556206,0.011500105,205,0.33016738
8.3486151,3.4958948,0.011998199,205,0.37037842
8.5656508,3.539295,0.012005801,204,0.4136698
8.7979026,3.5847322,0.013352411,205,0.4591151
9.0461032,3.6323787,0.014205697,205,0.50671434
9.3260075,3.6849782,0.015367911,205,0.55924622
9.6232875,3.7395575,0.018097394,204,0.61376705
9.9811105,3.8035326,0.019398463,205,0.67773954
10.458997,3.8863445,0.027815878,205,0.76052565
11.146226,4.0005546,0.038558341,205,0.87465452
12.570633,4.2176246,0.13027519,205,1.0948516
