r,J_learned,J_learned_std,count,J_exact
1.9969146,1.5884492,0.24251265,205,-1.5166361
2.8584145,1.9794971,0.061532895,205,-1.1405188
3.3339841,2.1623915,0.041931269,205,-0.95869598
3.6674711,2.2814932,0.03172249,205,-0.83985525
3.9531357,2.3785839,0.025393774,204,-0.74301783
4.2229679,2.4663604,0.022566849,205,-0.65534668
4.4489518,2.5372714,0.018689915,205,-0.58453259
4.6439143,2.5966325,0.016882123,205,-0.52521971
4.8360386,2.6535866,0.016159593,204,-0.46828845
5.020543,2.7069571,0.014119664,205,-0.41495819
5.1895553,2.7547514,0.014317233,205,-0.36720347
5.3628623,2.8026863,0.013557833,205,-0.31927449
5.5164978,2.8443889,0.010785753,205,-0.27762809
5.6646984,2.8838822,0.011631894,204,-0.23817508
5.80696,2.9211204,0.011143112,205,-0.20094393
5.9581493,2.9600654,0.011045868,205,-0.16203986
6.1145904,2.9996133,0.011784241,205,-0.12247856
6.2636242,3.0366879,0.0096653279,204,-0.085423834
6.4049488,3.0712903,0.011183717,205,-0.050837438
6.543195,3.1046413,0.0097801257,205,-0.017507212
6.6900607,3.1395236,0.0098538841,205,0.017373397
6.828309,3.1718743,0.0099640265,205,0.049725748
6.9666226,3.2038137,0.009141873,204,0.081640041
7.1178865,3.2382241,0.010593982,205,0.11603884
7.2696903,3.2722173,0.009233513,205,0.15004741
7.4179412,3.3049567,0.0098239638,205,0.18277911
7.5812124,3.340422,0.0089784205,204,0.21829402
7.745995,3.3757638,0.010523389,205,0.25358872
7.9136829,3.4111073,0.010247841,205,0.28895743
8.0910316,3.4479439,0.01124606,205,0.32578131
8.2832121,3.4871834,0.012119678,205,0.36503108
8.4975223,3.5301661,0.012664898,204,0.40802684
8.7218313,3.5743153,0.013669859,205,0.45218736
8.9772946,3.6235836,0.015556991,205,0.50147536
9.2457752,3.6742546,0.015758245,205,0.55216883
9.5603123,3.7322144,0.01587275,204,0.610183
9.9378763,3.7998471,0.024885863,205,0.677962
10.422086,3.8838507,0.02393383,205,0.7620944
11.054134,3.98895,0.036913895,205,0.86753939
12.491183,4.2083977,0.13158582,205,1.0909579
