step,E_raw,E_clip,stderr,var
31,20.185856,20.185583,0.018798893,0.29361488
78,20.176845,20.169925,0.011840607,0.12866832
198,20.185444,20.184159,0.011818881,0.1087446
500,20.158359,20.160716,0.005914549,0.07088323
820,20.171871,20.174311,0.0033213223,0.06538129
