bfarch,seed,omega,error_pct,error_pct_raw,var_EL,deff,dx_mag,alive,bf_rank,T_full,Vc_full,dE_backflow,dT_backflow,dVc_backflow,err_pct_nobf,dE_msg,dT_msg,dVc_msg,dE_bf_over_w,dE_msg_over_w,N
conv,0,0.001,24.61306821912205,24.57252622074874,0.00016463222385504873,1.881046045633699,0.05809480867782836,True,1.0,0.01756320572841003,0.06367770331723194,0.0007873823933594593,-0.00047899140001190707,0.00026655962653845955,24.669003910824674,nan,nan,nan,0.7873823933594593,nan,6
conv,0,0.01,0.5671148514118859,0.5568684319822313,0.00011723232207506332,1.1099901730754196,0.16636358003082108,True,1.0,0.03534831834302013,0.4164839649381895,0.0003711768703118512,0.0013585511034436698,-0.002556052788488139,0.7011595390807224,nan,nan,nan,0.03711768703118512,nan,6
conv,0,0.1,0.11881722391055141,0.15508771378005923,0.003443264834261132,16.748408119807475,0.16461924235758513,True,10.415740219661929,0.3306952920807856,1.9152987890314794,0.04015468106176945,0.07526577975782572,0.14603981780254283,1.2048135595717708,nan,nan,nan,0.4015468106176945,nan,6
conv,0,0.28,0.06172385892404397,0.060238820062392985,0.012593435156111618,15.46674670234006,0.12582387246396892,True,10.677388110765593,0.9083059084025704,3.7829849172503853,0.10470632216586839,0.19786187247333542,0.27110134053334844,1.4199569360079,nan,nan,nan,0.3739511505923871,nan,6
conv,0,0.5,0.03074295469275433,0.03054361628483939,0.0282416002490324,11.390455456517929,0.10320072361483071,True,10.751200689013245,1.596594970682239,5.545658480934909,0.10204614124542566,0.39724595793490014,0.271335542528937,0.9909400803895555,nan,nan,nan,0.20409228249085132,nan,6
conv,0,1.0,0.07155981560381834,0.07505649117321714,0.10459963131521931,6.363935677024857,0.06593417166514673,True,10.425279799008404,3.5415704985304504,8.939901524389228,0.014736784353953425,0.11647966573620705,-0.2446227797363072,0.18570257974576918,nan,nan,nan,0.014736784353953425,nan,6
conv,1,0.001,29.793652263622057,29.750158863705746,0.00018301748139655912,2.465025088796399,0.05765614466691671,True,1.0,0.017183739092720293,0.06448592991525334,-0.0005499184139135804,-1.717756156956879e-05,-0.00042278807485895964,29.625620544028695,nan,nan,nan,-0.5499184139135804,nan,6
conv,1,0.01,0.5850357011230054,0.5718736564648478,0.0001116329445279805,1.1384715389981745,0.17437539233608154,True,1.0,0.03626132391053081,0.41552103005931024,0.00030390981363315195,0.0006676299396688942,-0.0006861678720209152,0.6612370375423235,nan,nan,nan,0.030390981363315195,nan,6
conv,1,0.1,0.2068478345107554,0.21690302402444195,0.0032191915724788214,18.02449191961029,0.1636162026546134,True,10.380071546929058,0.3305004269461943,1.9509922528080001,0.04240047786854628,0.08014487981226565,0.12526601552191208,1.3159898873438098,nan,nan,nan,0.4240047786854628,nan,6
conv,1,0.28,0.11099717658868405,0.10382837458006684,0.010644186860809113,15.39447565580153,0.12970670991223937,True,10.561874026522657,0.9133146534833868,3.813029151701641,0.09160223797838096,0.23763082898308852,0.28585745719128663,1.295698332841468,nan,nan,nan,0.32715084992278914,nan,6
