r,J_learned,J_learned_std,count,J_exact
0.5084396,0.45899801,0.11367075,205,-0.9133215
0.8271732,0.67074736,0.03957775,205,-0.70629772
1.0073686,0.7747032,0.026913118,205,-0.60280256
1.1598103,0.85631912,0.020030888,205,-0.52142133
1.280804,0.91745002,0.014932189,204,-0.46035394
1.3785641,0.96481705,0.012581643,205,-0.41306997
1.4698033,1.0074228,0.012282302,205,-0.37046932
1.5517401,1.0444563,0.0099968766,205,-0.33338764
1.6251573,1.0768408,0.0089907612,204,-0.30105155
1.7005041,1.1092198,0.0096585963,205,-0.26869393
1.775399,1.1405824,0.0087460488,205,-0.23732042
1.8448803,1.1691125,0.0074914094,205,-0.20888525
1.9157509,1.1974122,0.0087887467,205,-0.18051604
1.9919915,1.2273204,0.0083588167,204,-0.15068058
2.0630826,1.2545102,0.007163926,205,-0.1234702
2.125627,1.2779852,0.0066955831,205,-0.099997513
2.1833113,1.2992782,0.0059016565,205,-0.078721417
2.2473051,1.3224674,0.0062895118,204,-0.055521778
2.3078866,1.3440532,0.0067064514,205,-0.033936989
2.3718013,1.3664405,0.0064056471,205,-0.011549171
2.4386156,1.3894198,0.0071992696,205,0.011446854
2.5058422,1.4121564,0.0062426639,205,0.034179203
2.5793534,1.4365507,0.006482657,204,0.058587762
2.647861,1.4588921,0.0063753997,205,0.080927916
2.7161777,1.4807557,0.0061870697,205,0.10282853
2.7876821,1.5032902,0.0067345585,205,0.12536143
2.8560442,1.5244752,0.0059087808,204,0.14654398
2.9288734,1.5466691,0.0068295034,205,0.16873654
3.0001083,1.5680092,0.0061712917,205,0.19008225
3.0832267,1.5924731,0.007823901,205,0.21455325
3.1759764,1.6192373,0.0077698433,205,0.2413265
3.2745316,1.6471094,0.0077481238,204,0.26918396
3.3721454,1.6741104,0.0084370854,205,0.29619942
3.4859823,1.7049205,0.0089392221,205,0.32701234
3.6068054,1.7368582,0.010062437,205,0.35893777
3.741786,1.7715892,0.010147033,204,0.39370269
3.9073729,1.8129855,0.012821238,205,0.43512183
4.1329435,1.8672837,0.018261017,205,0.48950924
4.4220848,1.9337674,0.021182734,205,0.5560668
5.1079861,2.0762523,0.090604426,205,0.70159462
