r,top0,top1,top2,bot0,bot1,bot2
0.15833468,0.019612349,0.00042978461,0.0098042139,0.00099910784,0.0021857298,-0.0020434696
0.27155845,0.017387728,0.0015958818,0.0069741026,-0.00087865865,-0.0012970564,0.0026500463
0.34282888,0.011595093,0.0065240248,0.0069173028,-0.0017539691,-0.002118492,-0.00014060079
0.40309115,0.018169883,-0.0041501591,0.00434899,-0.0016790004,0.0014101665,0.003366238
0.44656122,0.014241009,-0.0035904999,0.0020894341,-0.0010877302,-0.0013073477,0.00071996406
0.48091176,0.0080389826,-0.0010761017,0.0064486951,0.0048642596,0.0025843524,5.5540296e-05
0.52120247,0.0080722685,-0.00058393084,0.0033757923,0.0023565301,-0.00033099779,-0.002253962
0.55234578,0.0067966267,-0.0010163145,0.00084204172,0.0010113991,0.0043163931,0.0053842501
0.58917861,0.012865411,0.0011958273,-0.00091884599,-0.0017170517,-0.00085765475,-0.00035708043
0.61939455,0.0065054572,0.0048923397,-0.0051890152,-0.0021776773,0.00093932498,-0.0024496417
0.64063088,0.008604355,-0.0021570908,-0.0053748989,-0.0013825807,-0.0047496451,-0.001227961
0.67041921,0.0064151279,0.0010414848,0.0027687208,-0.0021825935,-0.0029614576,0.0014565392
0.69558451,0.0053146948,0.0051456763,0.0020482425,-0.0012903159,-0.0041280573,-0.0019472115
0.721609,0.0035450633,0.0020344201,-0.0022605422,-0.00045059024,-0.00062915253,-0.0032321911
0.74557404,0.00078244689,-0.0083576207,-0.0012379537,0.0020804679,0.0004195207,-0.0029580407
0.7755089,0.004719701,0.0047459684,0.00041315396,-0.0010056617,0.0031719216,-0.0012665785
0.80020206,-0.00024358103,0.00016145182,-0.00028607859,0.0066715716,9.038278e-05,0.0052503191
0.82586218,-0.0010555408,-0.00083527927,0.0062854791,-0.0014852691,-0.0045871453,0.00024230068
0.8477871,0.0007517312,-0.0042459899,-0.0053949019,0.0031132832,0.0028927909,0.0030916477
0.87162246,-0.0021459889,-0.0044348123,0.0021374478,-0.0050135786,-0.0045078063,0.0020427724
0.90165475,6.7023679e-05,0.0046713242,-0.00066119333,-0.00017077641,-0.0028187211,-0.0014335597
0.93325275,-0.0043039055,-0.00076780101,-0.0055838525,0.0076287627,0.00046438164,-0.0011457388
0.9668926,-0.0087323575,-0.00096396313,-0.0035068468,-0.00432359,0.0078051298,0.0044488362
0.99589328,-0.0094353593,0.0040965683,-0.0068055356,-0.0023856304,-0.0029190798,0.0036683685
1.0312193,-0.01161417,0.0014737043,-0.0039273533,0.00018861958,0.0046781055,-0.004055059
1.0788898,-0.011906013,-0.0023652496,0.0040984881,-0.004101681,0.005101371,-0.0053438926
1.1308198,-0.018606611,0.00028186163,-0.0012216058,-0.0046732207,0.00088432867,-0.0032449327
1.1923926,-0.019988575,0.0011366123,-0.0088944027,0.0053732103,-0.00063633077,-0.004432275
1.2740947,-0.024515228,-0.0011417955,-0.002461363,0.0052308437,-0.0024859418,0.0035333553
1.4492081,-0.040576069,-0.0037110705,-0.0048484515,-0.0018278788,-0.00069917807,0.0017294412
