r,J_learned,J_learned_std,count,J_exact
0.28987961,0.18711516,0.067291772,205,-0.69814031
0.48866672,0.31681429,0.027050474,205,-0.55480829
0.61538199,0.39430402,0.021621518,205,-0.4731177
0.71526773,0.45124042,0.016684711,205,-0.41311997
0.79762956,0.49738101,0.014691679,204,-0.36622028
0.86891726,0.53643464,0.017313999,205,-0.3273299
0.93237984,0.5664967,0.014402808,205,-0.29393684
0.99390286,0.59662725,0.013946755,205,-0.2625952
1.0513234,0.62425073,0.012522384,204,-0.23420402
1.1072015,0.65104509,0.011706794,205,-0.20732838
1.1591296,0.67357452,0.012893883,205,-0.18298395
1.2086084,0.6958263,0.013539813,205,-0.16032653
1.2518442,0.71436009,0.011754976,205,-0.14093964
1.2946426,0.73256841,0.011450669,204,-0.12211202
1.343029,0.75247274,0.013514518,205,-0.10124463
1.3902692,0.77331835,0.01221797,205,-0.081283127
1.4360158,0.79115646,0.012640638,205,-0.0623253
1.4786427,0.80869787,0.012792721,204,-0.044978064
1.5217111,0.82427028,0.011610899,205,-0.027751483
1.5692096,0.8451315,0.016079156,205,-0.0090908414
1.6161352,0.86305771,0.015672432,205,0.0090089358
1.6645438,0.87958643,0.013052861,205,0.027343714
1.7164804,0.90054777,0.014219843,204,0.046647918
1.7656833,0.9171493,0.015432344,205,0.064598566
1.8159306,0.93441304,0.013418043,205,0.08260364
1.8652307,0.95318331,0.014298637,205,0.099959726
1.9180163,0.97314955,0.016414421,204,0.11821487
1.973421,0.99219864,0.013280909,205,0.13702401
2.0296656,1.0116378,0.015891491,205,0.15576309
2.0890922,1.0306182,0.016206689,205,0.17518812
2.148285,1.0518414,0.015694241,205,0.19416871
2.2144266,1.0739912,0.018122942,204,0.2149598
2.2884659,1.0965102,0.016771164,205,0.23773202
2.3725219,1.1235773,0.017488322,205,0.26297163
2.4639058,1.1506572,0.018768631,205,0.28970762
2.5623701,1.1813319,0.017109142,204,0.31773691
2.675962,1.2180928,0.021970215,205,0.34912569
2.8300339,1.2628323,0.022182082,205,0.39018446
3.038965,1.322109,0.029178696,205,0.44329929
3.5247274,1.4625369,0.08624064,205,0.55686814
