step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
75,0.999897,0.1429302,9.9155711e+11,4.2193861,657
159,0.99999444,0.20509211,9.8829859e+11,4.1632465,661
335,0.99999445,0.2392532,9.9088866e+11,4.0236993,661
709,0.99999152,0.21479577,9.8503056e+11,4.2105854,650
1500,0.99999344,0.21157769,9.904774e+11,4.1643092,654
