r,J_learned,J_learned_std,count,J_exact
13.209888,6.0033968,0.41273926,205,-2.4891522
16.494328,6.6570128,0.098014341,205,-1.8525332
18.074797,6.935254,0.063593352,205,-1.5750029
19.202638,7.124126,0.049404858,205,-1.3865436
20.173254,7.2805694,0.040170097,204,-1.2301555
21.033164,7.4150509,0.036968428,205,-1.0957658
21.828237,7.5361417,0.031010541,205,-0.9747746
22.523237,7.6393143,0.028849359,205,-0.87144583
23.156917,7.7318192,0.023786675,204,-0.77912012
23.679389,7.8065789,0.02224895,205,-0.70429685
24.267181,7.8893811,0.022256568,205,-0.62147171
24.838164,7.9684424,0.022707862,205,-0.54233906
25.326936,8.0353147,0.017152767,205,-0.47560225
25.86851,8.1082271,0.021180589,204,-0.40270111
26.403217,8.1791602,0.017942494,205,-0.3317698
26.896812,8.2436129,0.022856156,205,-0.26718652
27.439099,8.3136869,0.017909481,205,-0.19719285
27.885274,8.3705716,0.017211001,204,-0.14033815
28.332542,8.4270139,0.0158109,205,-0.083991462
28.778466,8.4825176,0.016073925,205,-0.028443814
29.239021,8.5391887,0.018140252,205,0.028282101
29.74448,8.6007248,0.017666285,205,0.089803777
30.22841,8.6589379,0.016060646,204,0.14800232
30.695787,8.7145495,0.016717514,205,0.20357364
31.196403,8.7733645,0.015777238,205,0.26242026
31.651342,8.8262867,0.015744465,205,0.31530438
32.157265,8.8844306,0.016639737,204,0.37346783
32.690148,8.9449455,0.017635331,205,0.434011
33.228433,9.0053389,0.018004209,205,0.49443711
33.812759,9.0700876,0.019808045,205,0.55922139
34.429712,9.1375039,0.021087515,205,0.62673201
35.095129,9.2093752,0.018937017,204,0.69854887
35.759074,9.2800016,0.020195701,205,0.76920529
36.451561,9.3526484,0.023427339,205,0.84186456
37.310785,9.4413305,0.028019927,205,0.93059656
38.348923,9.5463939,0.032246871,204,1.0357801
39.430408,9.6537395,0.03461643,205,1.1430945
40.8341,9.7895547,0.042626541,205,1.2791007
42.685601,9.9633554,0.068012486,205,1.4531425
47.316267,10.37053,0.26094568,205,1.8642555
