r,top0,top1,top2,bot0,bot1,bot2
0.33809853,0.0353529,0.060315367,0.0025112623,0.00021990073,-0.001140081,-0.0013278525
0.56990786,0.031903487,0.040273338,-0.0010931081,-7.7198479e-05,0.0046513794,0.0038037241
0.71878951,0.028945576,0.026383297,0.0035378943,0.002029101,0.0014372305,-0.00022924901
0.83470097,0.026265921,0.015722467,-0.0038826484,-0.00036324828,-0.0076942379,-0.0038169222
0.92739387,0.023878335,0.0079852906,-0.0026308284,-0.00089737243,-0.0017671454,-0.0034411877
1.0074887,0.021656091,0.0019625542,0.00040324699,-0.0021033904,0.00035647208,0.00010115606
1.0775651,0.019599119,-0.0029017139,-0.0076708446,-0.0021154021,0.0017869663,0.001546009
1.1466251,0.017480045,-0.0069582284,-0.0007171239,-0.0013549987,0.0038167258,0.0037794234
1.2012333,0.015741334,-0.0097361403,0.0037432114,0.0021219041,0.0028174684,0.0044765398
1.2549588,0.013988608,-0.012104386,0.00024841714,0.002404093,0.0017452587,0.0013079714
1.3240164,0.011667705,-0.014656922,0.0021189464,0.0021174645,0.00085239417,0.00079854481
1.3734382,0.00997003,-0.016180273,-0.0014327572,0.001897736,-0.003880739,-0.0017566348
1.4301784,0.0080012104,-0.01744171,-0.0014218956,0.00054265694,-0.0020017012,-0.0029393956
1.4873167,0.0059930087,-0.018400285,-0.0018255957,-0.00114537,-0.00011871703,-0.002834065
1.5481919,0.0038182404,-0.018959776,0.0015905375,-0.0033340651,-0.0073548063,-0.0011618321
1.6222907,0.0011511604,-0.019207314,-0.0014923111,-0.00057457115,-0.00067605537,-0.0014033237
1.6798163,-0.00093773103,-0.01902186,0.0041339697,-0.0017055465,-0.001055779,-0.0037922527
1.7356422,-0.0029522193,-0.018607152,-0.0020887404,0.0015404174,0.0032836061,-0.0025146856
1.8026382,-0.0053714843,-0.017640249,0.0024036231,-0.00088968557,0.00093887409,0.0052753412
1.8723077,-0.0078977877,-0.016401294,0.0010007888,-0.0045066868,0.0044359408,0.0028200322
1.9337345,-0.010091589,-0.015005551,-0.00028335842,0.0031859282,0.0071827767,0.0041216872
2.0074567,-0.01272787,-0.012978489,0.0022325109,0.0029170543,0.0023926994,0.0022340934
2.0899605,-0.015633858,-0.010386002,0.0040733579,0.0026331474,-0.0035901128,0.0024855514
2.1801985,-0.018749968,-0.0071149093,0.0020714303,0.0024497416,-0.004429176,-0.0037383434
2.2678722,-0.021725153,-0.0036054728,0.0027923845,-0.0041862578,-0.0049024617,-0.0011083017
2.3804351,-0.02545434,0.0013453731,-0.0031427517,0.00028373611,-0.0015216348,-0.0045509807
2.5069289,-0.029513146,0.007462566,-0.00068777826,-0.001646462,-0.002469014,-0.0012620195
2.6456283,-0.033774269,0.014747829,-0.001642642,0.00068118943,0.0059378025,-0.00068515008
2.8511675,-0.039766155,0.026593384,-0.00071953931,-0.0009488146,0.0066075247,0.0081442197
3.2731822,-0.050687088,0.053568454,-0.0020872395,0.00071553076,-0.0055896001,-0.0041524529
