step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
75,1,0.29699564,2214055.8,5.0764717,1023
159,1,0.26910382,2137660.4,4.7739476,1023
335,1,0.25371872,2686909.6,4.6377641,1023
709,1,0.22461759,1383717.1,5.1903844,1023
1500,1,0.31972443,610765.5,9.126176,1023
