step,E_raw,E_clip,stderr,var
75,0.44080359,0.44082599,8.7145788e-06,7.6352605e-08
159,0.44079497,0.44080558,9.7180014e-06,9.6291788e-08
335,0.44070257,0.44081283,7.8148521e-06,7.5551479e-08
709,0.4407902,0.44080655,7.7649425e-06,4.9891732e-08
1500,0.44083198,0.44082267,4.9105222e-06,2.5399654e-08
