r,J_learned,J_learned_std,count,J_exact
13.156659,5.9362979,0.41340072,205,-2.4813177
16.458545,6.5959022,0.10985694,205,-1.8400844
18.084163,6.8822572,0.065867533,205,-1.5544782
19.262152,7.0793356,0.05023856,205,-1.3578768
20.210145,7.2317885,0.040070166,204,-1.2053838
21.030638,7.3602845,0.034022766,205,-1.077227
21.787947,7.4756914,0.031279292,205,-0.96190508
22.432282,7.5716061,0.025581433,205,-0.86591537
23.045551,7.6611433,0.025352222,204,-0.77629101
23.61788,7.7434944,0.024366087,205,-0.69411792
24.155772,7.8194938,0.020156204,205,-0.61813442
24.682715,7.8926663,0.024591104,205,-0.54482817
25.290348,7.9760017,0.021232224,205,-0.46163863
25.798587,8.0445151,0.018762693,204,-0.39312492
26.323518,8.114312,0.020804397,205,-0.32334963
26.805052,8.1774361,0.01731265,205,-0.26020087
27.274096,8.2382033,0.016605992,205,-0.19945735
27.715002,8.2946304,0.017216254,204,-0.14303042
28.143102,8.3486789,0.015044313,205,-0.08885093
28.618155,8.4080576,0.0191807,205,-0.029413897
29.092561,8.4669374,0.016737278,205,0.029240913
29.553522,8.5232955,0.01713671,205,0.085578651
30.041669,8.5822808,0.017072045,204,0.14455278
30.520402,8.639448,0.017297512,205,0.20172063
31.045581,8.7014865,0.017446526,205,0.26369201
31.546978,8.7598782,0.015051783,205,0.32214987
32.067087,8.8198904,0.018045407,204,0.38207767
32.627568,8.8836357,0.018905924,205,0.44586673
33.123379,8.9395235,0.016947501,205,0.5016289
33.699083,9.0035138,0.019689741,205,0.56561117
34.301115,9.0695521,0.017921138,205,0.6316625
34.918675,9.1364527,0.019038426,204,0.69853175
35.611483,9.2101462,0.023741684,205,0.77251173
36.376416,9.2909088,0.026082803,205,0.85295807
37.354948,9.3921083,0.028836702,205,0.95404375
38.295198,9.4874353,0.02896918,204,1.0493177
39.513164,9.6080488,0.039957346,205,1.1701421
40.979145,9.750091,0.044828016,205,1.3118785
42.989432,9.938312,0.067151959,205,1.5000751
47.877649,10.365249,0.27128944,205,1.9308677
