step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
75,0.99995431,0.37402731,9.9532627e+11,3.0594921,499
159,0.99999222,0.38113322,9.5966248e+11,3.1142292,500
335,0.99999764,0.31994474,9.7332643e+11,3.1221337,503
709,0.99998673,0.40935403,8.5286336e+11,3.0200081,502
1500,0.99999679,0.36083969,9.4589923e+11,2.989302,500
